1.0.2.205,福建省,福州市,电信
122.140.12.132,吉林省,辽源市,联通
122.140.13.202,吉林省,辽源市,联通
122.140.13.53,吉林省,辽源市,联通
122.140.13.63,吉林省,辽源市,联通
122.140.3.159,吉林省,辽源市,联通
122.140.61.173,吉林省,辽源市,联通
122.140.9.170,吉林省,辽源市,联通
122.141.102.2,吉林省,辽源市,联通
122.141.103.14,吉林省,辽源市,联通
122.141.110.23,吉林省,辽源市,联通
122.156.35.193,黑龙江省,牡丹江市,联通
122.156.35.8,黑龙江省,牡丹江市,联通
122.158.141.16,黑龙江省,牡丹江市,联通
122.159.112.55,黑龙江省,鸡西市,联通
122.159.90.41,黑龙江省,伊春市,联通
122.189.183.185,湖北省,襄樊市,联通
122.189.240.107,湖北省,宜昌市,联通
122.190.91.66,湖北省,荆州市,联通
122.191.30.50,湖北省,十堰市,联通
122.192.133.112,江苏省,扬州市,联通
122.6.100.209,山东省,日照市,电信
122.6.162.150,山东省,临沂市,电信
122.6.162.66,山东省,临沂市,电信
122.6.190.149,山东省,临沂市,电信
122.6.191.75,山东省,临沂市,电信
122.6.21.3,山东省,东营市,电信
122.6.49.102,山东省,东营市,电信
122.6.49.138,山东省,东营市,电信
122.7.21.35,山东省,聊城市,电信
122.7.23.192,山东省,聊城市,电信
122.7.27.144,山东省,聊城市,电信
122.7.47.137,山东省,聊城市,电信
122.7.48.11,山东省,聊城市,电信
122.7.78.6,山东省,枣庄市,电信
122.7.85.14,山东省,枣庄市,电信
122.7.85.2,山东省,枣庄市,电信
122.7.85.24,山东省,枣庄市,电信
123.10.101.206,河南省,漯河市,联通
123.10.101.239,河南省,漯河市,联通
123.10.110.254,河南省,漯河市,联通
123.10.67.164,河南省,漯河市,联通
123.10.80.130,河南省,漯河市,联通
123.10.88.15,河南省,漯河市,联通
123.101.108.37,河南省,南阳市,电信
123.134.112.171,山东省,莱芜市,联通
123.134.113.157,山东省,莱芜市,联通
123.134.114.66,山东省,莱芜市,联通
123.134.116.95,山东省,莱芜市,联通
123.134.117.179,山东省,莱芜市,联通
123.134.117.249,山东省,莱芜市,联通
123.134.117.96,山东省,莱芜市,联通
123.134.118.188,山东省,莱芜市,联通
123.134.119.254,山东省,莱芜市,联通
123.134.121.111,山东省,莱芜市,联通
123.138.204.226,陕西省,汉中市,联通
123.138.209.2,陕西省,汉中市,联通
123.139.162.179,陕西省,榆林市,联通
123.139.163.135,陕西省,榆林市,联通
123.139.164.26,陕西省,榆林市,联通
123.139.174.142,陕西省,汉中市,联通
123.139.232.212,陕西省,咸阳市,联通
123.139.232.43,陕西省,咸阳市,联通
123.148.26.228,浙江省,丽水市,联通
123.149.61.12,河南省,安阳市,电信
123.150.129.171,天津市,天津市,电信
123.150.129.181,天津市,天津市,电信
123.150.13.133,天津市,天津市,电信
123.150.130.146,天津市,天津市,电信
123.150.130.150,天津市,天津市,电信
123.150.131.42,天津市,天津市,电信
123.150.140.2,天津市,天津市,电信
123.150.144.157,天津市,天津市,电信
123.150.145.10,天津市,天津市,电信
123.150.245.179,天津市,天津市,电信
123.153.202.208,浙江省,舟山市,联通
123.153.225.86,浙江省,舟山市,联通
123.153.227.12,浙江省,舟山市,联通
123.153.233.47,浙江省,舟山市,联通
123.153.236.251,浙江省,舟山市,联通
123.153.237.112,浙江省,舟山市,联通
123.156.124.231,浙江省,金华市,联通
123.156.181.134,浙江省,金华市,联通
123.156.182.221,浙江省,金华市,联通
123.157.115.241,浙江省,丽水市,联通
123.157.138.131,浙江省,绍兴市,联通
123.157.138.137,浙江省,绍兴市,联通
123.157.140.134,浙江省,绍兴市,联通
123.157.140.138,浙江省,绍兴市,联通
123.157.140.140,浙江省,绍兴市,联通
123.157.143.227,浙江省,绍兴市,联通
123.157.64.142,浙江省,舟山市,联通
123.157.64.146,浙江省,舟山市,联通
123.157.66.166,浙江省,舟山市,联通
123.157.66.178,浙江省,舟山市,联通
123.160.37.99,河南省,濮阳市,电信
123.160.39.52,河南省,濮阳市,电信
123.161.134.74,河南省,许昌市,电信
123.161.157.52,河南省,许昌市,电信
123.161.238.212,河南省,平顶山市,电信
123.161.71.75,河南省,南阳市,电信
123.161.74.81,河南省,南阳市,电信
123.161.92.250,河南省,南阳市,电信
123.162.229.155,河南省,濮阳市,电信
123.163.122.211,河南省,鹤壁市,电信
123.163.122.28,河南省,鹤壁市,电信
123.163.122.75,河南省,鹤壁市,电信
123.163.48.20,河南省,平顶山市,电信
123.163.48.39,河南省,平顶山市,电信
123.163.49.19,河南省,平顶山市,电信
123.163.51.104,河南省,平顶山市,电信
123.163.53.101,河南省,平顶山市,电信
123.163.53.98,河南省,平顶山市,电信
123.163.54.122,河南省,平顶山市,电信
123.163.54.62,河南省,平顶山市,电信
123.163.96.137,河南省,鹤壁市,电信
123.163.96.246,河南省,鹤壁市,电信
123.163.96.27,河南省,鹤壁市,电信
123.164.103.79,黑龙江省,大庆市,电信
123.164.104.209,黑龙江省,大庆市,电信
123.164.144.130,黑龙江省,鸡西市,电信
123.164.144.131,黑龙江省,鸡西市,电信
123.164.144.132,黑龙江省,鸡西市,电信
123.164.144.133,黑龙江省,鸡西市,电信
123.164.144.138,黑龙江省,鸡西市,电信
123.164.144.140,黑龙江省,鸡西市,电信
123.164.144.141,黑龙江省,鸡西市,电信
123.164.144.23,黑龙江省,鸡西市,电信
123.164.144.25,黑龙江省,鸡西市,电信
123.164.144.66,黑龙江省,鸡西市,电信
123.164.227.74,黑龙江省,黑河市,电信
123.164.243.34,黑龙江省,大兴安岭地区,电信
123.164.243.66,黑龙江省,大兴安岭地区,电信
123.164.245.122,黑龙江省,大兴安岭地区,电信
123.164.245.214,黑龙江省,大兴安岭地区,电信
123.164.253.38,黑龙江省,大兴安岭地区,电信
123.171.1.56,山东省,聊城市,电信
123.171.1.75,山东省,聊城市,电信
123.171.141.250,山东省,泰安市,电信
123.171.157.186,山东省,泰安市,电信
123.171.27.219,山东省,聊城市,电信
123.171.37.37,山东省,聊城市,电信
123.172.108.114,吉林省,白城市,电信
123.172.108.66,吉林省,白城市,电信
123.172.12.243,吉林省,松原市,电信
123.172.143.19,吉林省,吉林市,电信
123.172.147.106,吉林省,吉林市,电信
123.172.147.107,吉林省,吉林市,电信
123.172.147.108,吉林省,吉林市,电信
123.172.147.114,吉林省,吉林市,电信
123.172.147.129,吉林省,吉林市,电信
123.172.147.142,吉林省,吉林市,电信
123.172.147.143,吉林省,吉林市,电信
123.172.147.145,吉林省,吉林市,电信
123.172.147.151,吉林省,吉林市,电信
123.172.180.56,吉林省,白山市,电信
123.172.194.249,吉林省,白山市,电信
123.172.212.158,吉林省,白城市,电信
123.172.213.110,吉林省,白城市,电信
123.172.235.230,吉林省,通化市,电信
123.172.246.98,吉林省,通化市,电信
123.172.249.157,吉林省,通化市,电信
123.172.249.219,吉林省,通化市,电信
123.172.249.241,吉林省,通化市,电信
123.172.254.115,吉林省,通化市,电信
123.172.28.131,吉林省,长春市,电信
123.172.54.134,吉林省,长春市,电信
123.172.54.220,吉林省,长春市,电信
123.172.55.139,吉林省,长春市,电信
123.172.58.11,吉林省,长春市,电信
123.172.6.220,吉林省,延边朝鲜族自治州,电信
123.177.142.143,辽宁省,大连市,电信
123.177.17.131,辽宁省,大连市,电信
123.177.17.205,辽宁省,大连市,电信
123.177.20.67,辽宁省,大连市,电信
123.177.230.249,辽宁省,铁岭市,电信
123.177.246.181,辽宁省,铁岭市,电信
123.177.42.207,辽宁省,大连市,电信
123.177.42.215,辽宁省,大连市,电信
123.177.42.218,辽宁省,大连市,电信
123.177.45.50,辽宁省,大连市,电信
123.180.177.3,河北省,承德市,电信
123.182.104.5,河北省,承德市,电信
123.182.106.24,河北省,承德市,电信
123.182.96.162,河北省,承德市,电信
123.182.96.227,河北省,承德市,电信
123.182.99.1,河北省,承德市,电信
123.183.20.250,河北省,唐山市,电信
123.184.142.4,辽宁省,沈阳市,电信
123.184.153.206,辽宁省,沈阳市,电信
123.184.37.97,辽宁省,沈阳市,电信
123.185.108.38,辽宁省,大连市,电信
123.185.12.25,辽宁省,大连市,电信
123.186.122.19,辽宁省,抚顺市,电信
123.186.145.128,辽宁省,本溪市,电信
123.186.145.154,辽宁省,本溪市,电信
123.186.145.155,辽宁省,本溪市,电信
123.186.145.51,辽宁省,本溪市,电信
123.186.145.81,辽宁省,本溪市,电信
123.186.145.88,辽宁省,本溪市,电信
123.187.121.4,辽宁省,营口市,电信
123.187.195.105,辽宁省,辽阳市,电信
123.187.198.184,辽宁省,辽阳市,电信
123.187.79.209,辽宁省,营口市,电信
123.244.148.14,辽宁省,盘锦市,电信
123.244.148.2,辽宁省,盘锦市,电信
123.244.148.23,辽宁省,盘锦市,电信
123.244.31.14,辽宁省,铁岭市,电信
123.244.89.25,辽宁省,朝阳市,电信
123.244.90.164,辽宁省,朝阳市,电信
123.244.90.235,辽宁省,朝阳市,电信
123.245.11.25,辽宁省,沈阳市,电信
123.245.13.43,辽宁省,沈阳市,电信
123.245.14.233,辽宁省,沈阳市,电信
123.245.17.104,辽宁省,沈阳市,电信
123.245.3.95,辽宁省,沈阳市,电信
123.245.30.9,辽宁省,沈阳市,电信
123.245.4.122,辽宁省,沈阳市,电信
123.246.161.234,辽宁省,阜新市,电信
123.246.72.113,辽宁省,鞍山市,电信
123.246.72.183,辽宁省,鞍山市,电信
123.246.73.160,辽宁省,鞍山市,电信
123.246.73.69,辽宁省,鞍山市,电信
123.246.75.169,辽宁省,鞍山市,电信
123.246.98.117,辽宁省,本溪市,电信
123.52.203.186,河南省,濮阳市,电信
123.53.110.206,河南省,南阳市,电信
123.53.174.60,河南省,许昌市,电信
123.53.36.169,河南省,安阳市,电信
123.53.88.110,河南省,南阳市,电信
123.55.232.75,河南省,漯河市,电信
123.55.234.115,河南省,漯河市,电信
123.55.234.233,河南省,漯河市,电信
123.55.234.91,河南省,漯河市,电信
123.55.235.110,河南省,漯河市,电信
123.55.235.253,河南省,漯河市,电信
124.113.224.7,安徽省,滁州市,电信
124.113.224.79,安徽省,滁州市,电信
124.113.225.52,安徽省,滁州市,电信
124.113.226.165,安徽省,滁州市,电信
124.118.125.107,新疆维吾尔自治区,喀什地区,电信
124.118.130.150,新疆维吾尔自治区,喀什地区,电信
124.118.138.150,新疆维吾尔自治区,喀什地区,电信
124.118.150.42,新疆维吾尔自治区,喀什地区,电信
124.118.156.166,新疆维吾尔自治区,喀什地区,电信
124.118.161.84,新疆维吾尔自治区,和田地区,电信
124.118.169.238,新疆维吾尔自治区,和田地区,电信
124.118.180.114,新疆维吾尔自治区,和田地区,电信
124.118.180.231,新疆维吾尔自治区,和田地区,电信
124.118.181.238,新疆维吾尔自治区,和田地区,电信
124.119.169.176,新疆维吾尔自治区,阿勒泰地区,电信
124.119.169.185,新疆维吾尔自治区,阿勒泰地区,电信
124.119.178.123,新疆维吾尔自治区,阿勒泰地区,电信
124.119.178.99,新疆维吾尔自治区,阿勒泰地区,电信
124.119.183.20,新疆维吾尔自治区,阿勒泰地区,电信
124.152.112.214,甘肃省,武威市,联通
124.152.113.198,甘肃省,武威市,联通
124.152.117.16,甘肃省,武威市,联通
124.152.117.182,甘肃省,武威市,联通
124.152.117.77,甘肃省,武威市,联通
124.152.120.137,甘肃省,定西市,联通
124.152.120.138,甘肃省,定西市,联通
124.152.120.221,甘肃省,定西市,联通
124.152.120.232,甘肃省,定西市,联通
124.152.123.253,甘肃省,定西市,联通
124.152.123.254,甘肃省,定西市,联通
124.152.125.214,甘肃省,定西市,联通
124.152.159.140,甘肃省,白银市,联通
124.152.159.22,甘肃省,白银市,联通
124.152.160.105,甘肃省,天水市,联通
124.152.160.79,甘肃省,天水市,联通
124.152.162.26,甘肃省,天水市,联通
124.152.163.231,甘肃省,天水市,联通
124.152.181.14,甘肃省,庆阳市,联通
124.152.181.145,甘肃省,庆阳市,联通
124.152.181.43,甘肃省,庆阳市,联通
124.152.185.165,甘肃省,庆阳市,联通
124.152.185.166,甘肃省,庆阳市,联通
124.152.185.176,甘肃省,庆阳市,联通
124.152.185.186,甘肃省,庆阳市,联通
124.152.185.200,甘肃省,庆阳市,联通
124.152.188.43,甘肃省,庆阳市,联通
124.152.188.67,甘肃省,庆阳市,联通
124.152.207.225,甘肃省,兰州市,联通
124.152.21.206,甘肃省,白银市,联通
124.152.219.100,甘肃省,兰州市,联通
124.152.22.247,甘肃省,白银市,联通
124.152.226.52,甘肃省,兰州市,联通
124.152.228.146,甘肃省,兰州市,联通
124.152.228.246,甘肃省,兰州市,联通
124.152.228.87,甘肃省,兰州市,联通
124.152.246.2,甘肃省,兰州市,联通
124.152.28.54,甘肃省,兰州市,联通
124.152.32.205,甘肃省,兰州市,联通
124.152.47.114,甘肃省,陇南市,联通
124.152.47.116,甘肃省,陇南市,联通
124.152.47.118,甘肃省,陇南市,联通
124.152.47.121,甘肃省,陇南市,联通
124.152.47.123,甘肃省,陇南市,联通
124.152.47.132,甘肃省,陇南市,联通
124.152.47.134,甘肃省,陇南市,联通
124.152.47.140,甘肃省,陇南市,联通
124.152.47.152,甘肃省,陇南市,联通
124.152.49.57,甘肃省,张掖市,联通
124.152.50.10,甘肃省,张掖市,联通
124.152.53.169,甘肃省,嘉峪关市,联通
124.152.53.170,甘肃省,嘉峪关市,联通
124.152.53.171,甘肃省,嘉峪关市,联通
124.152.53.99,甘肃省,嘉峪关市,联通
124.152.56.9,甘肃省,嘉峪关市,联通
124.152.72.64,甘肃省,嘉峪关市,联通
124.152.78.5,甘肃省,嘉峪关市,联通
124.152.78.82,甘肃省,嘉峪关市,联通
124.152.78.83,甘肃省,嘉峪关市,联通
124.152.84.156,甘肃省,张掖市,联通
124.152.84.163,甘肃省,张掖市,联通
124.152.84.164,甘肃省,张掖市,联通
124.152.84.168,甘肃省,张掖市,联通
124.152.84.171,甘肃省,张掖市,联通
124.152.84.186,甘肃省,张掖市,联通
124.152.89.34,甘肃省,金昌市,联通
124.152.90.100,甘肃省,金昌市,联通
124.152.90.107,甘肃省,金昌市,联通
124.152.90.111,甘肃省,金昌市,联通
124.152.90.114,甘肃省,金昌市,联通
124.152.90.117,甘肃省,金昌市,联通
124.152.91.223,甘肃省,武威市,联通
124.152.91.26,甘肃省,武威市,联通
124.152.91.27,甘肃省,武威市,联通
124.152.91.34,甘肃省,武威市,联通
124.161.139.112,四川省,广安市,联通
124.161.192.212,四川省,攀枝花市,联通
124.167.100.119,山西省,朔州市,联通
124.167.105.79,山西省,朔州市,联通
124.167.109.185,山西省,朔州市,联通
124.167.11.130,山西省,朔州市,联通
124.167.113.6,山西省,朔州市,联通
124.167.119.237,山西省,朔州市,联通
124.167.124.156,山西省,朔州市,联通
124.167.126.53,山西省,朔州市,联通
124.167.128.238,山西省,朔州市,联通
124.167.134.11,山西省,朔州市,联通
124.224.202.18,宁夏回族自治区,吴忠市,电信
124.227.0.165,广西壮族自治区,钦州市,电信
124.227.14.121,广西壮族自治区,钦州市,电信
124.227.200.148,广西壮族自治区,贺州市,电信
124.227.200.67,广西壮族自治区,贺州市,电信
124.227.7.33,广西壮族自治区,钦州市,电信
124.229.100.54,湖南省,岳阳市,电信
124.229.100.58,湖南省,岳阳市,电信
124.229.104.200,湖南省,岳阳市,电信
124.229.104.248,湖南省,岳阳市,电信
124.229.104.54,湖南省,岳阳市,电信
124.229.104.8,湖南省,岳阳市,电信
124.229.105.171,湖南省,岳阳市,电信
124.229.105.41,湖南省,岳阳市,电信
124.229.106.202,湖南省,岳阳市,电信
124.229.106.22,湖南省,岳阳市,电信
124.229.155.160,湖南省,永州市,电信
124.229.160.18,湖南省,永州市,电信
124.229.236.30,湖南省,永州市,电信
124.229.236.8,湖南省,永州市,电信
124.230.1.7,湖南省,邵阳市,电信
124.230.104.91,湖南省,邵阳市,电信
124.230.112.145,湖南省,邵阳市,电信
124.230.112.213,湖南省,邵阳市,电信
124.230.112.254,湖南省,邵阳市,电信
124.230.112.51,湖南省,邵阳市,电信
124.230.113.153,湖南省,邵阳市,电信
124.230.113.52,湖南省,邵阳市,电信
124.231.128.173,湖南省,娄底市,电信
124.231.128.192,湖南省,娄底市,电信
124.231.129.230,湖南省,娄底市,电信
124.231.129.81,湖南省,娄底市,电信
124.231.130.104,湖南省,娄底市,电信
124.231.130.165,湖南省,娄底市,电信
124.231.130.174,湖南省,娄底市,电信
124.231.130.188,湖南省,娄底市,电信
124.231.130.202,湖南省,娄底市,电信
124.231.130.60,湖南省,娄底市,电信
124.234.105.23,吉林省,延边朝鲜族自治州,电信
124.234.114.139,吉林省,延边朝鲜族自治州,电信
124.234.117.79,吉林省,延边朝鲜族自治州,电信
124.234.118.134,吉林省,延边朝鲜族自治州,电信
124.234.118.215,吉林省,延边朝鲜族自治州,电信
124.234.124.80,吉林省,延边朝鲜族自治州,电信
124.234.24.142,吉林省,辽源市,电信
124.235.17.28,吉林省,松原市,电信
124.235.26.186,吉林省,松原市,电信
124.235.29.43,吉林省,松原市,电信
124.235.30.254,吉林省,松原市,电信
124.235.69.108,吉林省,白山市,电信
124.235.69.146,吉林省,白山市,电信
124.235.69.199,吉林省,白山市,电信
124.238.238.41,河北省,廊坊市,电信
124.239.250.11,河北省,廊坊市,电信
124.239.250.41,河北省,廊坊市,电信
124.239.32.108,河北省,承德市,电信
124.239.33.178,河北省,承德市,电信
124.31.124.164,西藏自治区,林芝地区,电信
124.31.124.198,西藏自治区,林芝地区,电信
124.31.124.200,西藏自治区,林芝地区,电信
124.31.124.229,西藏自治区,林芝地区,电信
124.31.124.238,西藏自治区,林芝地区,电信
124.31.124.4,西藏自治区,林芝地区,电信
124.31.215.142,西藏自治区,那曲地区,电信
124.31.215.66,西藏自治区,那曲地区,电信
124.31.215.8,西藏自治区,那曲地区,电信
124.31.223.122,西藏自治区,阿里地区,电信
124.31.223.13,西藏自治区,阿里地区,电信
124.31.223.134,西藏自治区,阿里地区,电信
124.31.223.137,西藏自治区,阿里地区,电信
124.31.223.24,西藏自治区,阿里地区,电信
124.31.223.241,西藏自治区,阿里地区,电信
124.31.223.40,西藏自治区,阿里地区,电信
124.31.223.50,西藏自治区,阿里地区,电信
124.31.229.141,西藏自治区,日喀则地区,电信
124.31.229.166,西藏自治区,日喀则地区,电信
124.31.229.172,西藏自治区,日喀则地区,电信
124.31.244.124,西藏自治区,昌都地区,电信
124.31.244.133,西藏自治区,昌都地区,电信
124.31.244.135,西藏自治区,昌都地区,电信
124.31.244.136,西藏自治区,昌都地区,电信
124.31.244.137,西藏自治区,昌都地区,电信
124.31.244.139,西藏自治区,昌都地区,电信
124.31.244.142,西藏自治区,昌都地区,电信
124.31.244.151,西藏自治区,昌都地区,电信
124.31.248.136,西藏自治区,那曲地区,电信
124.31.248.137,西藏自治区,那曲地区,电信
124.31.248.140,西藏自治区,那曲地区,电信
124.31.248.144,西藏自治区,那曲地区,电信
124.31.248.146,西藏自治区,那曲地区,电信
124.31.248.205,西藏自治区,那曲地区,电信
124.31.248.230,西藏自治区,那曲地区,电信
124.31.255.12,西藏自治区,阿里地区,电信
124.66.53.253,海南省,三亚市,联通
124.88.128.230,新疆维吾尔自治区,昌吉回族自治州,联通
124.88.129.179,新疆维吾尔自治区,昌吉回族自治州,联通
124.88.155.180,新疆维吾尔自治区,昌吉回族自治州,联通
124.88.165.114,新疆维吾尔自治区,伊犁哈萨克自治州,联通
124.88.169.144,新疆维吾尔自治区,伊犁哈萨克自治州,联通
124.88.169.148,新疆维吾尔自治区,伊犁哈萨克自治州,联通
124.88.174.39,新疆维吾尔自治区,伊犁哈萨克自治州,联通
124.88.188.157,新疆维吾尔自治区,伊犁哈萨克自治州,联通
124.88.196.22,新疆维吾尔自治区,巴音郭楞蒙古自治州,联通
124.88.201.136,新疆维吾尔自治区,巴音郭楞蒙古自治州,联通
124.88.208.11,新疆维吾尔自治区,喀什地区,联通
124.88.208.34,新疆维吾尔自治区,喀什地区,联通
124.88.208.55,新疆维吾尔自治区,喀什地区,联通
124.88.215.86,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.194,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.226,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.236,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.238,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.240,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.241,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.61,新疆维吾尔自治区,阿克苏地区,联通
124.88.217.75,新疆维吾尔自治区,阿克苏地区,联通
124.88.218.112,新疆维吾尔自治区,阿克苏地区,联通
124.88.28.85,新疆维吾尔自治区,昌吉回族自治州,联通
124.88.36.121,新疆维吾尔自治区,昌吉回族自治州,联通
124.88.60.230,新疆维吾尔自治区,乌鲁木齐市,联通
124.88.65.94,新疆维吾尔自治区,乌鲁木齐市,联通
124.88.83.18,新疆维吾尔自治区,乌鲁木齐市,联通
124.88.93.60,新疆维吾尔自治区,乌鲁木齐市,联通
124.88.98.226,新疆维吾尔自治区,乌鲁木齐市,联通
124.89.63.100,陕西省,榆林市,联通
124.89.63.114,陕西省,榆林市,联通
124.89.63.116,陕西省,榆林市,联通
124.89.63.119,陕西省,榆林市,联通
125.67.122.14,四川省,阿坝藏族羌族自治州,电信
125.67.123.26,四川省,阿坝藏族羌族自治州,电信
125.67.126.167,四川省,阿坝藏族羌族自治州,电信
125.67.126.20,四川省,阿坝藏族羌族自治州,电信
125.67.194.4,四川省,雅安市,电信
125.67.195.130,四川省,雅安市,电信
125.67.198.206,四川省,雅安市,电信
125.67.215.144,四川省,雅安市,电信
125.67.215.45,四川省,雅安市,电信
125.72.178.173,青海省,黄南藏族自治州,电信
125.72.179.210,青海省,黄南藏族自治州,电信
125.72.179.247,青海省,黄南藏族自治州,电信
125.72.192.168,青海省,海东地区,电信
125.72.192.218,青海省,海东地区,电信
125.72.196.40,青海省,海东地区,电信
125.72.196.96,青海省,海东地区,电信
125.72.230.108,青海省,海西蒙古族藏族自治州,电信
125.72.235.155,青海省,海西蒙古族藏族自治州,电信
125.72.235.188,青海省,海西蒙古族藏族自治州,电信
125.72.236.66,青海省,海西蒙古族藏族自治州,电信
125.72.249.69,青海省,黄南藏族自治州,电信
125.72.250.27,青海省,黄南藏族自治州,电信
125.73.160.126,广西壮族自治区,钦州市,电信
125.73.160.148,广西壮族自治区,钦州市,电信
125.73.160.163,广西壮族自治区,钦州市,电信
125.73.160.188,广西壮族自治区,钦州市,电信
125.73.161.68,广西壮族自治区,钦州市,电信
125.73.162.139,广西壮族自治区,钦州市,电信
125.74.115.182,甘肃省,天水市,电信
125.74.117.232,甘肃省,天水市,电信
125.74.117.66,甘肃省,天水市,电信
125.74.148.64,甘肃省,张掖市,电信
125.74.158.50,甘肃省,武威市,电信
125.74.158.56,甘肃省,武威市,电信
125.74.189.28,甘肃省,嘉峪关市,电信
125.74.206.49,甘肃省,陇南市,电信
125.74.207.146,甘肃省,定西市,电信
125.74.211.12,甘肃省,定西市,电信
125.74.221.4,甘肃省,张掖市,电信
125.74.221.40,甘肃省,张掖市,电信
125.74.222.168,甘肃省,张掖市,电信
125.74.222.196,甘肃省,张掖市,电信
125.74.54.230,甘肃省,定西市,电信
125.75.112.233,甘肃省,天水市,电信
125.75.113.170,甘肃省,天水市,电信
125.75.113.230,甘肃省,天水市,电信
125.75.114.209,甘肃省,天水市,电信
125.75.115.66,甘肃省,天水市,电信
125.75.121.112,甘肃省,天水市,电信
125.75.132.81,甘肃省,定西市,电信
125.75.140.193,甘肃省,陇南市,电信
125.75.206.240,甘肃省,酒泉市,电信
125.75.207.39,甘肃省,酒泉市,电信
125.75.233.146,甘肃省,平凉市,电信
125.75.233.46,甘肃省,平凉市,电信
125.75.234.225,甘肃省,平凉市,电信
125.75.33.10,甘肃省,兰州市,电信
125.75.39.49,甘肃省,兰州市,电信
125.75.40.114,甘肃省,兰州市,电信
125.75.43.7,甘肃省,兰州市,电信
125.75.47.159,甘肃省,兰州市,电信
139.170.146.82,青海省,西宁市,联通
139.170.220.3,青海省,西宁市,联通
139.170.220.77,青海省,西宁市,联通
139.170.229.100,青海省,海西蒙古族藏族自治州,联通
139.170.229.206,青海省,海西蒙古族藏族自治州,联通
139.170.229.211,青海省,海西蒙古族藏族自治州,联通
139.170.229.213,青海省,海西蒙古族藏族自治州,联通
139.170.229.93,青海省,海西蒙古族藏族自治州,联通
139.170.232.7,青海省,玉树藏族自治州,联通
139.170.248.6,青海省,西宁市,联通
139.170.248.98,青海省,西宁市,联通
139.170.252.40,青海省,西宁市,联通
139.170.40.149,青海省,西宁市,联通
139.170.40.229,青海省,西宁市,联通
139.170.40.91,青海省,西宁市,联通
139.203.174.17,四川省,阿坝藏族羌族自治州,电信
139.206.12.37,四川省,凉山彝族自治州,电信
139.206.211.146,四川省,凉山彝族自治州,电信
14.134.108.2,宁夏回族自治区,石嘴山市,电信
14.134.108.30,宁夏回族自治区,石嘴山市,电信
14.134.110.63,宁夏回族自治区,石嘴山市,电信
14.134.115.115,宁夏回族自治区,吴忠市,电信
14.134.115.158,宁夏回族自治区,吴忠市,电信
14.134.115.164,宁夏回族自治区,吴忠市,电信
14.134.115.37,宁夏回族自治区,吴忠市,电信
14.134.184.206,宁夏回族自治区,固原市,电信
14.134.185.194,宁夏回族自治区,固原市,电信
14.134.185.244,宁夏回族自治区,固原市,电信
14.134.187.35,宁夏回族自治区,固原市,电信
14.134.188.210,宁夏回族自治区,固原市,电信
14.134.188.212,宁夏回族自治区,固原市,电信
14.134.188.9,宁夏回族自治区,固原市,电信
14.204.128.103,云南省,西双版纳傣族自治州,联通
14.204.128.48,云南省,西双版纳傣族自治州,联通
14.204.128.83,云南省,西双版纳傣族自治州,联通
14.204.175.244,云南省,曲靖市,联通
14.204.200.142,云南省,临沧市,联通
14.204.200.147,云南省,临沧市,联通
14.204.200.155,云南省,临沧市,联通
14.204.200.157,云南省,临沧市,联通
14.204.200.158,云南省,临沧市,联通
14.204.200.166,云南省,临沧市,联通
14.204.200.176,云南省,临沧市,联通
14.204.200.205,云南省,临沧市,联通
14.204.200.212,云南省,临沧市,联通
14.204.200.230,云南省,临沧市,联通
14.204.216.188,云南省,红河哈尼族彝族自治州,联通
14.204.220.107,云南省,保山市,联通
14.204.220.224,云南省,保山市,联通
14.204.220.51,云南省,保山市,联通
14.204.221.108,云南省,保山市,联通
14.204.221.113,云南省,保山市,联通
14.205.134.143,云南省,曲靖市,联通
14.205.195.3,云南省,德宏傣族景颇族自治州,联通
14.205.196.160,云南省,德宏傣族景颇族自治州,联通
14.205.198.162,云南省,德宏傣族景颇族自治州,联通
14.205.200.198,云南省,德宏傣族景颇族自治州,联通
14.205.200.69,云南省,德宏傣族景颇族自治州,联通
14.205.201.18,云南省,德宏傣族景颇族自治州,联通
14.205.202.99,云南省,德宏傣族景颇族自治州,联通
14.205.203.148,云南省,德宏傣族景颇族自治州,联通
14.205.203.162,云南省,德宏傣族景颇族自治州,联通
14.205.205.139,云南省,德宏傣族景颇族自治州,联通
14.205.21.6,云南省,大理白族自治州,联通
14.205.4.144,云南省,大理白族自治州,联通
14.205.4.172,云南省,大理白族自治州,联通
14.205.4.203,云南省,大理白族自治州,联通
14.205.4.224,云南省,大理白族自治州,联通
14.205.4.56,云南省,大理白族自治州,联通
14.205.4.88,云南省,大理白族自治州,联通
14.205.4.92,云南省,大理白族自治州,联通
14.205.71.101,云南省,玉溪市,联通
14.205.71.76,云南省,玉溪市,联通
14.205.92.67,云南省,玉溪市,联通
140.249.22.49,山东省,临沂市,电信
140.249.50.33,山东省,临沂市,电信
140.249.51.122,山东省,临沂市,电信
140.249.51.217,山东省,临沂市,电信
140.249.52.39,山东省,临沂市,电信
150.255.129.120,海南省,三亚市,联通
150.255.131.136,海南省,三亚市,联通
